gene	p_value
NKG7	0.36222742833864
KANSL3	0.363185167665503
HLA-F	0.363265258360366
JSRP1	0.363265258360366
PRPF38A	0.364655322439325
SNF8	0.364655322439325
IGLC1	0.364666128348317
HAGH	0.364666128348317
IKZF3	0.364666128348317
C1orf112	0.364666128348317
SMIM25	0.364666128348317
FAM135A	0.367866567586324
RBM33	0.367866567586324
MAGED1	0.367866567586324
MT-RNR2	0.367866567586324
REX1BD	0.367866567586324
MAMDC4	0.369766832856916
RBX1	0.369766832856916
RF00493	0.369962385197076
ATP5MC1	0.370244736856122
NEAT1	0.370761331575948
SNORA10	0.371218114956426
RHBDD1	0.371218114956426
AUTS2	0.371218114956426
MT-TW	0.371361392518717
AHSP	0.372409852270005
AL139220.2	0.373003931431602
PTPRO	0.373003931431602
IMMP2L	0.373003931431602
SQSTM1	0.37597988255246
AC109927.1	0.37597988255246
ZEB2	0.37597988255246
AL358472.7	0.379989196989732
SSR4	0.385293026048517
VPS29	0.385468310056702
RPL36	0.386358231501484
SECTM1	0.386358231501484
ISG20	0.386358231501484
POLG2	0.386381677030535
TMEM219	0.386381677030535
TNFAIP6	0.388265500627426
ALDOA	0.388497534363257
NUDT4	0.388707449911443
JKAMP	0.388707449911443
NFE2	0.388707449911443
TMEM184B	0.388707449911443
ZBTB20	0.388707449911443
SMIM24	0.392679626656824
BTF3	0.392679626656824
RALYL	0.392679626656824
PTPN6	0.396634013112439
RER1	0.398012186516504
RF00621	0.398525181545014
CYFIP2	0.399487423302095
FXYD5	0.399713715508264
RPS9	0.401057215817839
ERLEC1	0.401057215817839
JPX	0.40285176537535
ATRAID	0.40285176537535
MANBAL	0.40285176537535
QPCT	0.40285176537535
DNLZ	0.40285176537535
DEFA3	0.40285176537535
WDR26	0.40285176537535
SLC22A15	0.402967038041639
CWC15	0.404802789472273
COX5B	0.410256718776462
EEF2	0.410256718776462
WASHC3	0.410256718776462
AC138811.2	0.410256718776462
PDHA1	0.411600969088888
AC068724.4	0.412830667804779
SDF4	0.412830667804779
MED12L	0.413059454961166
TTC37	0.413059454961166
FAF2	0.413599468525127
PHACTR3	0.415706260483829
EIF2S3	0.415706260483829
RPS13	0.415706260483829
RPS7P1	0.415706260483829
TMEM168	0.415706260483829
RPL23AP74	0.415706260483829
ECH1	0.415706260483829
CEBPB	0.416715151614163
SNHG5	0.416715151614163
MAML3	0.417213564962575
NAAA	0.41904437761481
TNFRSF10C	0.419122200309556
P2RY13	0.420621965702879
TSPAN14	0.420621965702879
Z69666.1	0.421542352098784
TGIF1	0.421542352098784
AC096558.2	0.421542352098784
TLE4	0.422991050915055
ELMOD3	0.423282147208334
RPL8	0.423282147208334
PPM1A	0.424744298742872
DEDD2	0.424744298742872
RALGPS1	0.424744298742872
LHPP	0.424744298742872
S100A10	0.424744298742872
MLIP	0.424744298742872
STMP1	0.424744298742872
LANCL1	0.42504905679771
C4orf48	0.426449072294377
RNF139	0.426449072294377
LAPTM5	0.426953616991939
VAV3	0.427223555407441
RBM23	0.427223555407441
RBM38	0.427223555407441
SELENOW	0.427930760826089
RTKN2	0.427930760826089
CD81	0.42867230737646
CKAP5	0.430063915592904
TAGLN2	0.430063915592904
IL1RN	0.430063915592904
AL450992.1	0.430063915592904
GMPR	0.430063915592904
TAF10	0.430063915592904
EEF1A1	0.430063915592904
ATP5PB	0.430063915592904
BEX3	0.430063915592904
PPP1R12B	0.430063915592904
RPL34	0.430063915592904
COPS6	0.430063915592904
CD53	0.430063915592904
ZNF467	0.430063915592904
SNRNP27	0.430063915592904
LDHA	0.430153995203341
LAMTOR2	0.431280116786174
CXCL16	0.432213077146906
NTAN1	0.433231988717293
DGLUCY	0.433862021620715
SPTAN1	0.434662312219082
PRKCH	0.434673622209064
MSH3	0.434673622209064
RF01979	0.435323492579262
TRAFD1	0.435984999657499
APRT	0.435984999657499
AC004148.2	0.435984999657499
RAPGEF6	0.435984999657499
LINC00861	0.439321642550596
ATXN7L1	0.439330473795615
IFI16	0.439657678476674
RFLNB	0.439657678476674
ARAF	0.441899105193761
THRAP3	0.441949796026494
CLIC4	0.444279980757372
HLA-DMB	0.445205314785572
NOL4L	0.445205314785572
GALM	0.446201356093827
RAB5IF	0.446207853440095
AC092111.3	0.446207853440095
MXD1	0.446207853440095
RPL7A	0.449515302266359
SPNS3	0.451053633977905
REEP5	0.45148400749663
Z69720.1	0.451901927760355
GLIPR2	0.451978526200439
EFHD2	0.451978526200439
PDE7A	0.451978526200439
TRBC2	0.451978526200439
TERF2	0.451994684995725
LINC00989	0.451994684995725
CNGB3	0.451994684995725
AC079250.1	0.451994684995725
CCDC191	0.451994684995725
HSPB1	0.452223159142193
PAM	0.452797944882631
SYNE2	0.452797944882631
IGSF6	0.453364265334516
ZFAT	0.453364265334516
CD48	0.455598431711392
ATG3	0.458439054900724
RPL36AL	0.460194559783615
MRPL20	0.462727377494489
AL121900.2	0.462727377494489
NTM	0.462727377494489
CYBB	0.462727377494489
NINJ2	0.462727377494489
BTG1	0.464156837307248
WWOX	0.467075825932532
GLUL	0.468153579477404
SF3A1	0.46983987125893
UFC1	0.471164278756139
POLR2J	0.471164278756139
GABPB2	0.471164278756139
CIAO2B	0.471164278756139
GP1BB	0.471767574603721
DPYD	0.471767574603721
DPEP2	0.472333763762343
TM2D2	0.472333763762343
PEAK3	0.472333763762343
SNORD58C	0.472333763762343
KLF2	0.472333763762343
ZNF808	0.472333763762343
MSL3	0.472333763762343
NPM1P27	0.472333763762343
RAP2C	0.472333763762343
SCARB2	0.472333763762343
SYNPR	0.472333763762343
CALM3	0.472333763762343
INPP5A	0.472333763762343
PRRG3	0.472333763762343
ETFB	0.472333763762343
SRI	0.472333763762343
TOMM7	0.477003119010919
TMEM258	0.478128921320969
MED13L	0.478253985348124
TPI1	0.478407035260662
CTSA	0.478407035260662
STX7	0.478407035260662
TUBA4A	0.478407035260662
GPSM3	0.478994095787162
MZT2B	0.478994095787162
RPGR	0.47930210198972
MT-CO1	0.47930210198972
CCNDBP1	0.480186823743663
PLSCR1	0.480328722402785
AL137779.2	0.480328722402785
AL513165.2	0.482567194316725
ITGA4	0.485869036573735
EOMES	0.485869036573735
LINC00476	0.488564339770562
SCLT1	0.488564339770562
AL645941.2	0.488564339770562
TNFRSF1B	0.488564339770562
OSBPL11	0.488564339770562
RPL28	0.488564339770562
SNU13	0.488564339770562
BRAF	0.488564339770562
MRPL13	0.48904559670855
ICAM2	0.489576447443911
AC004980.1	0.489576447443911
BRK1	0.489576447443911
PTGS1	0.489576447443911
YPEL3	0.489576447443911
AC007787.2	0.489576447443911
MRPL34	0.489576447443911
DTNBP1	0.489576447443911
POLR2E	0.489576447443911
CCT2	0.489630949977819
ARMC10	0.489705692059206
AC024293.1	0.489705692059206
AC129492.3	0.489820208814129
ANKRD44-IT1	0.489820208814129
POC1B-AS1	0.49036233510288
AP000866.5	0.49036233510288
ANXA2	0.491167154128325
CCDC39	0.492851019198886
SELENOK	0.495313704667141
GPM6A	0.49582418217781
AC073283.3	0.49631501113892
TLE3	0.49631501113892
AC016831.4	0.497364905192372
STK39	0.497572468245398
ABCC4	0.499960611606702
H2AFV	0.50076240775919
AL021546.1	0.50076240775919
E2F5	0.50076240775919
GUCY1A1	0.50076240775919
ASAH1	0.50250326265025
DCK	0.50275927054501
COIL	0.503475775712525
GRPEL1	0.503475775712525
CXCR2	0.504474913393436
CADM2	0.505927743958329
TSPAN7	0.505927743958329
FRMD4A	0.505927743958329
MAML1	0.506847779815424
MTND1P23	0.506847779815424
RPS3AP6	0.506847779815424
RIPOR2	0.506847779815424
KIAA1109	0.506847779815424
AC114271.1	0.506847779815424
POLR3G	0.509009460447843
CDK2AP2	0.509115259398006
NUAK2	0.509393085782956
GSTO1	0.509393085782956
AC027290.2	0.511298823294114
LY96	0.511892237472396
NME4	0.511892237472396
RPL39	0.511892237472396
MYL12B	0.511892237472396
WDR45	0.511892237472396
PDCD10	0.511892237472396
CTCF	0.511892237472396
ARPC2	0.511892237472396
PGK1	0.511892237472396
AC008695.1	0.511892237472396
TRAPPC9	0.511892237472396
TAB2	0.511892237472396
PFKFB4	0.511892237472396
AD000671.1	0.511940889983758
NDUFA4	0.512466894171581
GPX4	0.512466894171581
CNTRL	0.512466894171581
COPS8	0.512675242324311
MIR1244-1	0.5149484953519
SNRPE	0.5149484953519
KLRB1	0.515375002037869
TLK1	0.515722390546051
C19orf24	0.515722390546051
MRPL24	0.515722390546051
PPP3CA	0.516766932233471
STX11	0.516766932233471
TRPM6	0.516766932233471
ARID3A	0.516766932233471
COMMD6	0.516766932233471
KDM6A	0.516766932233471
AL159163.1	0.516766932233471
MRPS27	0.517943114504335
SIMC1	0.518240379281956
CDKN2D	0.518240379281956
GZMB	0.518240379281956
CLIC1	0.518240379281956
LY6H	0.518240379281956
LRRTM3	0.518240379281956
WDR5	0.518240379281956
PPP2R5C	0.518240379281956
OAZ2	0.518240379281956
HSD17B4	0.518256373473998
MICU2	0.520162918467459
MAP3K20	0.520162918467459
DENND1A	0.520162918467459
TPTE2P5	0.520162918467459
PPA1	0.520162918467459
C16orf45	0.520520946758078
NBPF26	0.520520946758078
AC245033.4	0.520520946758078
SYF2	0.520520946758078
NUDT16L1	0.521683829996791
WDR89	0.521683829996791
PYCARD	0.521683829996791
UBE2H	0.521683829996791
CCDC167	0.522543293844
C17orf67	0.530425042074567
TADA2A	0.532611875246277
CST7	0.532611875246277
VPS13D	0.53418245145811
SH3BGRL	0.53418245145811
C5orf51	0.53418245145811
ERBB2	0.535383452521576
GNL3	0.535383452521576
ARFGEF1	0.535383452521576
STX10	0.537665166923588
AP2S1	0.537665166923588
WARS	0.537665166923588
WDR83	0.537665166923588
RASAL3	0.540176407387864
MAU2	0.540235858456659
SLC22A18	0.540235858456659
DBR1	0.540235858456659
STK25	0.540235858456659
ETFRF1	0.540235858456659
ZNF708	0.540235858456659
ABHD17A	0.541270131168811
MPLKIP	0.541270131168811
FRS2	0.541270131168811
MTMR10	0.541270131168811
COX7A2	0.541270131168811
EIF4A2	0.541270131168811
AL122020.1	0.541270131168811
CRLF1	0.541270131168811
CACYBP	0.541270131168811
MNDA	0.541270131168811
PHF12	0.541270131168811
CA1	0.541270131168811
AC138150.1	0.541270131168811
COA6	0.541270131168811
NDUFB11	0.541270131168811
RAB35	0.542751135745844
AC010422.5	0.54277474154211
AC092755.1	0.544287453504172
LMNB1	0.54489814096035
EBLN3P	0.54489814096035
PPP6C	0.54489814096035
CEP290	0.54489814096035
ARMC2	0.545474634839051
TGFBI	0.545474634839051
TUSC2	0.545474634839051
TSC22D3	0.545474634839051
NEFL	0.545474634839051
PRPF40A	0.545831437963088
SNX3	0.546036559083835
AC027309.2	0.549066093955406
SRSF9	0.549066093955406
CLDN5	0.549292523715237
ZBTB33	0.549314916943365
KLHDC3	0.549314916943365
TMEM50B	0.550015205590654
RARA	0.550015205590654
MEMO1	0.550015205590654
UPP1	0.550263320977551
ITGB2	0.550788000121744
TADA3	0.552131795866834
UMPS	0.553577097386863
PTPRD	0.553858762527606
LAMTOR3	0.554754931276641
IRF7	0.554754931276641
RAB31	0.554754931276641
CD3E	0.554979414685225
DSE	0.55557765663745
ELOVL5	0.55557765663745
ARID1B	0.55557765663745
MAP2K5	0.55557765663745
CHURC1-FNTB	0.55557765663745
MAD2L2	0.55557765663745
S100A9	0.55557765663745
C12orf10	0.55557765663745
SOCS7	0.55557765663745
NPEPPS	0.55557765663745
XAB2	0.55557765663745
ID2	0.55557765663745
AP3M2	0.55557765663745
PGS1	0.55557765663745
CD55	0.55557765663745
KMT2C	0.55557765663745
STK17B	0.55557765663745
AKR1B1	0.55557765663745
SAR1A	0.55557765663745
HNRNPUL1	0.55557765663745
AC147067.1	0.55557765663745
LTO1	0.55557765663745
CDK9	0.55557765663745
ATP5MD	0.55557765663745
TRIM52-AS1	0.55557765663745
THADA	0.556206510345135
GM2A	0.55764549642279
DNAJC8	0.55764549642279
ELOC	0.558291793843675
FDFT1	0.558291793843675
JMJD1C	0.558361153100198
CLMN	0.558361153100198
PSMB4	0.558361153100198
NRGN	0.558361153100198
TBC1D14	0.558361153100198
COP1	0.558361153100198
CSE1L	0.558361153100198
HIST1H4C	0.558779567170213
MCM9	0.558779567170213
LINC02001	0.562239647422247
AC008038.1	0.562419229099788
GZMM	0.56269388419697
CUL4B	0.56269388419697
IDH2	0.56269388419697
MZT1	0.56269388419697
SLIRP	0.56269388419697
C2orf74	0.562934719854542
CAMLG	0.567155201902132
CFL1	0.567386798765012
RPL10P9	0.569875308465462
AL807752.6	0.569875308465462
PAQR7	0.570368209469776
FZR1	0.570368209469776
PRKCQ	0.570877382314274
SUMO1	0.572460124091038
KAT5	0.572460124091038
DCUN1D5	0.572460124091038
NBEA	0.572460124091038
AL136295.1	0.572460124091038
AC010197.2	0.572460124091038
CXCL5	0.572460124091038
MPG	0.572460124091038
MRPS18B	0.572460124091038
RPS12	0.572460124091038
ACTG1	0.572460124091038
GNAQ	0.572757275734397
COX4I1	0.572757275734397
SMG1	0.572757275734397
SELENBP1	0.572757275734397
ERMN	0.572757275734397
RACK1	0.572888780114402
C1orf162	0.572888780114402
NIPSNAP3A	0.572888780114402
CAND2	0.572888780114402
CHD9	0.576369920186711
SPSB3	0.57686919579755
SLC7A6OS	0.576910941708069
DFFA	0.578221002515079
MACROD2	0.578720162826929
ARF1	0.578953047579559
BLOC1S1	0.578953047579559
PSMB9	0.578953047579559
COPE	0.578953047579559
CSKMT	0.578953047579559
NT5M	0.578953047579559
NAP1L4P1	0.578953047579559
ATP6V1A	0.578953047579559
POLR2G	0.578953047579559
APOBR	0.578953047579559
EEF1D	0.578953047579559
DHX8	0.578953047579559
AKTIP	0.578953047579559
KLHL12	0.578953047579559
FAM192A	0.578953047579559
NACA	0.578953047579559
OPA1	0.578953047579559
PSMD11	0.578953047579559
INPP1	0.578953047579559
CEACAM21	0.578953047579559
TMEM106C	0.578953047579559
AC245128.3	0.578953047579559
HEIH	0.578953047579559
TNPO3	0.579227738216012
TUBB1	0.579452303593072
AP3B1	0.580075426137288
RPS6KA3	0.580161956893122
PIN1	0.580430110976818
ATP2B1	0.580853032306843
THY1	0.580853032306843
ANKRD36C	0.580853032306843
RETREG1	0.580853032306843
PKN1	0.581748186336564
AC120057.2	0.582721053606869
AC119396.1	0.582721053606869
ARFGEF2	0.584193353033358
RPL7	0.585888929640496
SH3D19	0.585888929640496
BRIP1	0.585888929640496
GLE1	0.585888929640496
PGM3	0.585888929640496
AL163541.1	0.585888929640496
OXCT1	0.585888929640496
ARL8A	0.586337901029062
HCK	0.58734327600994
PSMF1	0.58734327600994
CNOT7	0.58734327600994
TRABD2A	0.58734327600994
TBL1X	0.58734327600994
AC018512.1	0.58734327600994
LFNG	0.58734327600994
CLIP2	0.58734327600994
